3.08, 0.02
3.04, 0.01
3.76, 0.01
3.76, 0.01
4.16, 0.01
4.22, 0.02
4.19, 0.02
9.46, 0.02
9.49, 0.02
9.49, 0.01
10.31, 0.03
10.34, 0.03
10.28, 0.03
10.28, 0.02
10.28, 0.02
14.21, 0.03
14.21, 0.03
14.21, 0.03
14.83, 0.03
14.80, 0.03
15.09, 0.04
19.87, 0.05
19.64, 0.05
19.64, 0.04
19.64, 0.04
19.64, 0.04
20.20, 0.04
20.20, 0.04
20.20, 0.05
